CampaignMemberID,CampaignID,LeadID,Date
ID0000000090,ID0000000002,ID0000000154,2023-07-15
ID0000000091,ID0000000002,ID0000000155,2023-07-15
ID0000000092,ID0000000002,ID0000000156,2023-07-16
ID0000000093,ID0000000002,ID0000000157,2023-07-16
ID0000000094,ID0000000002,ID0000000158,2023-07-16
ID0000000095,ID0000000002,ID0000000159,2023-07-16
ID0000000096,ID0000000002,ID0000000170,2023-07-17
ID0000000097,ID0000000002,ID0000000171,2023-07-17
ID0000000098,ID0000000002,ID0000000172,2023-07-17
ID0000000099,ID0000000002,ID0000000173,2023-07-17
ID0000000100,ID0000000002,ID0000000174,2023-07-17
ID0000000101,ID0000000002,ID0000000175,2023-07-17
ID0000000102,ID0000000002,ID0000000176,2023-07-17
ID0000000103,ID0000000002,ID0000000177,2023-07-17
ID0000000104,ID0000000003,ID0000000282,2023-08-08
ID0000000105,ID0000000003,ID0000000283,2023-08-08
ID0000000106,ID0000000003,ID0000000284,2023-08-08
ID0000000107,ID0000000003,ID0000000285,2023-08-08
ID0000000108,ID0000000003,ID0000000286,2023-08-08
ID0000000109,ID0000000003,ID0000000287,2023-08-08
ID0000000110,ID0000000003,ID0000000288,2023-08-08
ID0000000111,ID0000000003,ID0000000289,2023-08-08
ID0000000112,ID0000000003,ID0000000290,2023-08-08
ID0000000113,ID0000000003,ID0000000291,2023-08-08
ID0000000114,ID0000000003,ID0000000292,2023-08-08
ID0000000115,ID0000000003,ID0000000293,2023-08-08
ID0000000116,ID0000000003,ID0000000294,2023-08-08
ID0000000117,ID0000000003,ID0000000295,2023-08-08
ID0000000118,ID0000000003,ID0000000296,2023-08-08
ID0000000119,ID0000000003,ID0000000297,2023-08-08
ID0000000120,ID0000000003,ID0000000298,2023-08-08
ID0000000121,ID0000000003,ID0000000299,2023-08-08
ID0000000122,ID0000000003,ID0000000300,2023-08-08
ID0000000123,ID0000000003,ID0000000301,2023-08-08
ID0000000124,ID0000000003,ID0000000302,2023-08-08
ID0000000125,ID0000000003,ID0000000303,2023-08-08
ID0000000126,ID0000000003,ID0000000304,2023-08-08
ID0000000127,ID0000000003,ID0000000305,2023-08-08
ID0000000128,ID0000000003,ID0000000306,2023-08-08
ID0000000129,ID0000000003,ID0000000307,2023-08-08
ID0000000130,ID0000000003,ID0000000308,2023-08-08
ID0000000131,ID0000000003,ID0000000309,2023-08-08
ID0000000132,ID0000000003,ID0000000310,2023-08-08
ID0000000133,ID0000000003,ID0000000311,2023-08-08
ID0000000134,ID0000000003,ID0000000312,2023-08-08
ID0000000135,ID0000000003,ID0000000313,2023-08-08
ID0000000136,ID0000000003,ID0000000314,2023-08-08
ID0000000137,ID0000000003,ID0000000315,2023-08-08
ID0000000138,ID0000000003,ID0000000316,2023-08-08
ID0000000139,ID0000000003,ID0000000317,2023-08-08
ID0000000140,ID0000000003,ID0000000318,2023-08-08
ID0000000141,ID0000000003,ID0000000319,2023-08-08
ID0000000142,ID0000000003,ID0000000320,2023-08-08
ID0000000143,ID0000000003,ID0000000321,2023-08-08
ID0000000144,ID0000000003,ID0000000322,2023-08-08
ID0000000145,ID0000000003,ID0000000323,2023-08-08
ID0000000146,ID0000000003,ID0000000324,2023-08-08
ID0000000147,ID0000000003,ID0000000325,2023-08-08
ID0000000148,ID0000000003,ID0000000326,2023-08-08
ID0000000149,ID0000000003,ID0000000327,2023-08-08
ID0000000150,ID0000000003,ID0000000328,2023-08-08
ID0000000151,ID0000000003,ID0000000329,2023-08-08
ID0000000152,ID0000000003,ID0000000330,2023-08-08
ID0000000153,ID0000000003,ID0000000331,2023-08-08
ID0000000154,ID0000000003,ID0000000332,2023-08-08
ID0000000155,ID0000000003,ID0000000333,2023-08-08
ID0000000156,ID0000000003,ID0000000334,2023-08-08
ID0000000157,ID0000000003,ID0000000335,2023-08-08
ID0000000158,ID0000000003,ID0000000336,2023-08-08
ID0000000159,ID0000000003,ID0000000337,2023-08-08
ID0000000160,ID0000000003,ID0000000338,2023-08-08
ID0000000161,ID0000000003,ID0000000339,2023-08-08
ID0000000162,ID0000000003,ID0000000340,2023-08-08
ID0000000163,ID0000000003,ID0000000341,2023-08-08
ID0000000164,ID0000000003,ID0000000342,2023-08-08
ID0000000165,ID0000000003,ID0000000343,2023-08-08
ID0000000166,ID0000000003,ID0000000344,2023-08-08
ID0000000167,ID0000000003,ID0000000345,2023-08-08
ID0000000168,ID0000000003,ID0000000346,2023-08-08
ID0000000169,ID0000000003,ID0000000347,2023-08-08
ID0000000170,ID0000000003,ID0000000348,2023-08-08
ID0000000171,ID0000000003,ID0000000349,2023-08-08
ID0000000172,ID0000000003,ID0000000350,2023-08-08
ID0000000173,ID0000000003,ID0000000351,2023-08-08
ID0000000174,ID0000000003,ID0000000352,2023-08-08
ID0000000175,ID0000000003,ID0000000353,2023-08-08
ID0000000176,ID0000000003,ID0000000354,2023-08-08
ID0000000177,ID0000000003,ID0000000355,2023-08-08
ID0000000178,ID0000000003,ID0000000356,2023-08-08
ID0000000179,ID0000000003,ID0000000357,2023-08-08
ID0000000180,ID0000000003,ID0000000358,2023-08-08
ID0000000181,ID0000000003,ID0000000359,2023-08-08
ID0000000182,ID0000000003,ID0000000360,2023-08-08
ID0000000183,ID0000000003,ID0000000361,2023-08-08
ID0000000184,ID0000000003,ID0000000362,2023-08-08
ID0000000185,ID0000000003,ID0000000363,2023-08-08
ID0000000186,ID0000000003,ID0000000364,2023-08-08
ID0000000187,ID0000000003,ID0000000365,2023-08-08
ID0000000188,ID0000000003,ID0000000366,2023-08-08
ID0000000189,ID0000000003,ID0000000367,2023-08-08
ID0000000190,ID0000000003,ID0000000368,2023-08-08
ID0000000191,ID0000000003,ID0000000369,2023-08-08
ID0000000192,ID0000000003,ID0000000370,2023-08-08
ID0000000193,ID0000000003,ID0000000371,2023-08-08
ID0000000194,ID0000000003,ID0000000372,2023-08-08
ID0000000195,ID0000000003,ID0000000373,2023-08-08
ID0000000196,ID0000000003,ID0000000374,2023-08-08
ID0000000197,ID0000000003,ID0000000375,2023-08-08
ID0000000198,ID0000000004,ID0000000536,2023-09-07
ID0000000199,ID0000000004,ID0000000537,2023-09-07
ID0000000200,ID0000000004,ID0000000538,2023-09-07
ID0000000201,ID0000000004,ID0000000539,2023-09-07
ID0000000202,ID0000000004,ID0000000540,2023-09-07
ID0000000203,ID0000000004,ID0000000541,2023-09-07
ID0000000204,ID0000000004,ID0000000542,2023-09-07
ID0000000205,ID0000000004,ID0000000543,2023-09-07
ID0000000206,ID0000000004,ID0000000544,2023-09-07
ID0000000207,ID0000000004,ID0000000545,2023-09-07
ID0000000208,ID0000000004,ID0000000546,2023-09-07
ID0000000209,ID0000000004,ID0000000547,2023-09-07
ID0000000210,ID0000000004,ID0000000548,2023-09-07
ID0000000211,ID0000000004,ID0000000549,2023-09-07
ID0000000212,ID0000000004,ID0000000550,2023-09-07
ID0000000213,ID0000000004,ID0000000564,2023-09-08
ID0000000214,ID0000000004,ID0000000565,2023-09-08
ID0000000215,ID0000000004,ID0000000566,2023-09-08
ID0000000216,ID0000000004,ID0000000567,2023-09-08
ID0000000217,ID0000000004,ID0000000568,2023-09-08
ID0000000218,ID0000000004,ID0000000569,2023-09-08
ID0000000219,ID0000000004,ID0000000570,2023-09-08
ID0000000220,ID0000000004,ID0000000571,2023-09-08
ID0000000221,ID0000000004,ID0000000572,2023-09-08
ID0000000222,ID0000000004,ID0000000573,2023-09-08
ID0000000223,ID0000000004,ID0000000574,2023-09-08
ID0000000224,ID0000000004,ID0000000575,2023-09-08
ID0000000225,ID0000000004,ID0000000576,2023-09-08
ID0000000226,ID0000000004,ID0000000582,2023-09-09
ID0000000227,ID0000000004,ID0000000583,2023-09-09
ID0000000228,ID0000000004,ID0000000586,2023-09-10
ID0000000229,ID0000000004,ID0000000587,2023-09-10
ID0000000230,ID0000000004,ID0000000588,2023-09-10
ID0000000231,ID0000000004,ID0000000589,2023-09-11
ID0000000232,ID0000000004,ID0000000590,2023-09-11
ID0000000233,ID0000000004,ID0000000591,2023-09-11
ID0000000234,ID0000000004,ID0000000592,2023-09-11
ID0000000235,ID0000000004,ID0000000593,2023-09-11
ID0000000236,ID0000000004,ID0000000594,2023-09-11
ID0000000237,ID0000000004,ID0000000595,2023-09-11
ID0000000238,ID0000000004,ID0000000596,2023-09-11
ID0000000239,ID0000000004,ID0000000597,2023-09-11
ID0000000240,ID0000000004,ID0000000598,2023-09-11
ID0000000241,ID0000000004,ID0000000599,2023-09-11
ID0000000242,ID0000000004,ID0000000600,2023-09-11
ID0000000243,ID0000000004,ID0000000601,2023-09-11
ID0000000244,ID0000000004,ID0000000602,2023-09-11
ID0000000245,ID0000000004,ID0000000603,2023-09-11
ID0000000246,ID0000000004,ID0000000604,2023-09-11
ID0000000247,ID0000000004,ID0000000605,2023-09-11
ID0000000248,ID0000000004,ID0000000606,2023-09-12
ID0000000249,ID0000000004,ID0000000607,2023-09-12
ID0000000250,ID0000000004,ID0000000608,2023-09-12
ID0000000251,ID0000000004,ID0000000609,2023-09-12
ID0000000252,ID0000000004,ID0000000610,2023-09-12
ID0000000253,ID0000000004,ID0000000611,2023-09-12
ID0000000254,ID0000000004,ID0000000612,2023-09-12
ID0000000255,ID0000000004,ID0000000613,2023-09-12
ID0000000256,ID0000000004,ID0000000614,2023-09-12
ID0000000257,ID0000000004,ID0000000615,2023-09-12
ID0000000258,ID0000000005,ID0000000632,2023-09-15
ID0000000259,ID0000000005,ID0000000633,2023-09-15
ID0000000260,ID0000000005,ID0000000634,2023-09-15
ID0000000261,ID0000000005,ID0000000635,2023-09-15
ID0000000262,ID0000000005,ID0000000636,2023-09-15
ID0000000263,ID0000000005,ID0000000637,2023-09-15
ID0000000264,ID0000000005,ID0000000638,2023-09-15
ID0000000265,ID0000000005,ID0000000639,2023-09-15
ID0000000266,ID0000000005,ID0000000640,2023-09-15
ID0000000267,ID0000000005,ID0000000641,2023-09-15
ID0000000268,ID0000000005,ID0000000642,2023-09-15
ID0000000269,ID0000000005,ID0000000643,2023-09-15
ID0000000270,ID0000000005,ID0000000644,2023-09-15
ID0000000271,ID0000000005,ID0000000645,2023-09-15
ID0000000272,ID0000000005,ID0000000646,2023-09-15
ID0000000273,ID0000000005,ID0000000647,2023-09-15
ID0000000274,ID0000000005,ID0000000648,2023-09-15
ID0000000275,ID0000000005,ID0000000649,2023-09-15
ID0000000276,ID0000000005,ID0000000650,2023-09-15
ID0000000277,ID0000000005,ID0000000651,2023-09-15
ID0000000278,ID0000000005,ID0000000652,2023-09-15
ID0000000279,ID0000000005,ID0000000653,2023-09-15
ID0000000280,ID0000000005,ID0000000654,2023-09-15
ID0000000281,ID0000000005,ID0000000655,2023-09-15
ID0000000282,ID0000000005,ID0000000656,2023-09-15
ID0000000283,ID0000000005,ID0000000657,2023-09-15
ID0000000284,ID0000000005,ID0000000658,2023-09-15
ID0000000285,ID0000000005,ID0000000659,2023-09-15
ID0000000286,ID0000000005,ID0000000660,2023-09-15
ID0000000287,ID0000000005,ID0000000661,2023-09-15
ID0000000288,ID0000000005,ID0000000662,2023-09-15
ID0000000289,ID0000000005,ID0000000663,2023-09-15
ID0000000290,ID0000000005,ID0000000664,2023-09-15
ID0000000291,ID0000000005,ID0000000665,2023-09-15
ID0000000292,ID0000000005,ID0000000666,2023-09-15
ID0000000293,ID0000000005,ID0000000667,2023-09-15
ID0000000294,ID0000000005,ID0000000668,2023-09-15
ID0000000295,ID0000000005,ID0000000669,2023-09-15
ID0000000296,ID0000000005,ID0000000670,2023-09-15
ID0000000297,ID0000000005,ID0000000671,2023-09-15
ID0000000298,ID0000000005,ID0000000672,2023-09-15
ID0000000299,ID0000000005,ID0000000673,2023-09-15
ID0000000300,ID0000000005,ID0000000674,2023-09-15
ID0000000301,ID0000000005,ID0000000675,2023-09-15
ID0000000302,ID0000000005,ID0000000676,2023-09-15
ID0000000303,ID0000000005,ID0000000677,2023-09-15
ID0000000304,ID0000000005,ID0000000678,2023-09-15
ID0000000305,ID0000000005,ID0000000679,2023-09-15
ID0000000306,ID0000000005,ID0000000680,2023-09-15
ID0000000307,ID0000000005,ID0000000681,2023-09-15
ID0000000308,ID0000000005,ID0000000682,2023-09-15
ID0000000309,ID0000000005,ID0000000683,2023-09-15
ID0000000310,ID0000000005,ID0000000684,2023-09-15
ID0000000311,ID0000000005,ID0000000685,2023-09-15
ID0000000312,ID0000000005,ID0000000686,2023-09-15
ID0000000313,ID0000000005,ID0000000687,2023-09-15
ID0000000314,ID0000000005,ID0000000688,2023-09-15
ID0000000315,ID0000000005,ID0000000689,2023-09-15
ID0000000316,ID0000000005,ID0000000690,2023-09-15
ID0000000317,ID0000000005,ID0000000691,2023-09-15
ID0000000318,ID0000000005,ID0000000692,2023-09-15
ID0000000319,ID0000000005,ID0000000693,2023-09-15
ID0000000320,ID0000000005,ID0000000694,2023-09-15
ID0000000321,ID0000000005,ID0000000695,2023-09-15
ID0000000322,ID0000000005,ID0000000696,2023-09-15
ID0000000323,ID0000000005,ID0000000697,2023-09-15
ID0000000324,ID0000000005,ID0000000698,2023-09-15
ID0000000325,ID0000000005,ID0000000699,2023-09-15
ID0000000326,ID0000000005,ID0000000700,2023-09-15
ID0000000327,ID0000000005,ID0000000701,2023-09-15
ID0000000328,ID0000000005,ID0000000702,2023-09-15
ID0000000329,ID0000000005,ID0000000703,2023-09-15
ID0000000330,ID0000000005,ID0000000704,2023-09-15
ID0000000331,ID0000000005,ID0000000705,2023-09-15
ID0000000332,ID0000000005,ID0000000706,2023-09-15
ID0000000333,ID0000000005,ID0000000707,2023-09-15
ID0000000334,ID0000000005,ID0000000708,2023-09-15
ID0000000335,ID0000000005,ID0000000709,2023-09-15
ID0000000336,ID0000000005,ID0000000710,2023-09-15
ID0000000337,ID0000000005,ID0000000711,2023-09-15
ID0000000338,ID0000000005,ID0000000712,2023-09-15
ID0000000339,ID0000000005,ID0000000713,2023-09-15
ID0000000340,ID0000000005,ID0000000714,2023-09-15
ID0000000341,ID0000000005,ID0000000715,2023-09-15
ID0000000342,ID0000000005,ID0000000716,2023-09-15
ID0000000343,ID0000000005,ID0000000717,2023-09-15
ID0000000344,ID0000000005,ID0000000718,2023-09-15
ID0000000345,ID0000000005,ID0000000719,2023-09-15
ID0000000346,ID0000000005,ID0000000720,2023-09-15
ID0000000347,ID0000000005,ID0000000721,2023-09-15
ID0000000348,ID0000000005,ID0000000722,2023-09-15
ID0000000349,ID0000000005,ID0000000723,2023-09-15
ID0000000350,ID0000000005,ID0000000724,2023-09-15
ID0000000351,ID0000000005,ID0000000725,2023-09-15
ID0000000352,ID0000000005,ID0000000726,2023-09-15
ID0000000353,ID0000000005,ID0000000727,2023-09-15
ID0000000354,ID0000000005,ID0000000728,2023-09-15
ID0000000355,ID0000000005,ID0000000729,2023-09-15
ID0000000356,ID0000000005,ID0000000730,2023-09-15
ID0000000357,ID0000000005,ID0000000731,2023-09-15
ID0000000358,ID0000000005,ID0000000732,2023-09-15
ID0000000359,ID0000000005,ID0000000733,2023-09-15
ID0000000360,ID0000000005,ID0000000734,2023-09-15
ID0000000361,ID0000000005,ID0000000735,2023-09-15
ID0000000362,ID0000000006,ID0000000877,2023-10-16
ID0000000363,ID0000000006,ID0000000878,2023-10-16
ID0000000364,ID0000000006,ID0000000879,2023-10-16
ID0000000365,ID0000000006,ID0000000880,2023-10-16
ID0000000366,ID0000000006,ID0000000881,2023-10-16
ID0000000367,ID0000000006,ID0000000882,2023-10-16
ID0000000368,ID0000000006,ID0000000883,2023-10-16
ID0000000369,ID0000000006,ID0000000884,2023-10-16
ID0000000370,ID0000000006,ID0000000885,2023-10-16
ID0000000371,ID0000000006,ID0000000886,2023-10-16
ID0000000372,ID0000000007,ID0000001093,2023-11-17
ID0000000373,ID0000000007,ID0000001094,2023-11-17
ID0000000374,ID0000000007,ID0000001095,2023-11-17
ID0000000375,ID0000000007,ID0000001096,2023-11-17
ID0000000376,ID0000000007,ID0000001097,2023-11-17
ID0000000377,ID0000000007,ID0000001098,2023-11-17
ID0000000378,ID0000000007,ID0000001099,2023-11-17
ID0000000379,ID0000000007,ID0000001100,2023-11-17
ID0000000380,ID0000000007,ID0000001101,2023-11-17
ID0000000381,ID0000000007,ID0000001102,2023-11-17
ID0000000382,ID0000000007,ID0000001103,2023-11-17
ID0000000383,ID0000000007,ID0000001104,2023-11-17
ID0000000384,ID0000000007,ID0000001105,2023-11-17
ID0000000385,ID0000000007,ID0000001106,2023-11-17
ID0000000386,ID0000000007,ID0000001107,2023-11-17
ID0000000387,ID0000000007,ID0000001108,2023-11-17
ID0000000388,ID0000000007,ID0000001109,2023-11-17
ID0000000389,ID0000000007,ID0000001110,2023-11-17
ID0000000390,ID0000000007,ID0000001111,2023-11-17
ID0000000391,ID0000000007,ID0000001112,2023-11-17
ID0000000392,ID0000000007,ID0000001113,2023-11-17
ID0000000393,ID0000000007,ID0000001114,2023-11-17
ID0000000394,ID0000000007,ID0000001115,2023-11-17
ID0000000395,ID0000000007,ID0000001116,2023-11-17
ID0000000396,ID0000000007,ID0000001117,2023-11-17
ID0000000397,ID0000000007,ID0000001118,2023-11-17
ID0000000398,ID0000000007,ID0000001119,2023-11-17
ID0000000399,ID0000000007,ID0000001120,2023-11-17
ID0000000400,ID0000000007,ID0000001121,2023-11-17
ID0000000401,ID0000000007,ID0000001122,2023-11-17
ID0000000402,ID0000000007,ID0000001123,2023-11-17
ID0000000403,ID0000000007,ID0000001124,2023-11-17
ID0000000404,ID0000000007,ID0000001125,2023-11-17
ID0000000405,ID0000000007,ID0000001126,2023-11-17
ID0000000406,ID0000000007,ID0000001127,2023-11-17
ID0000000407,ID0000000007,ID0000001128,2023-11-17
ID0000000408,ID0000000007,ID0000001129,2023-11-17
ID0000000409,ID0000000007,ID0000001130,2023-11-17
ID0000000410,ID0000000007,ID0000001131,2023-11-17
ID0000000411,ID0000000007,ID0000001132,2023-11-17
ID0000000412,ID0000000007,ID0000001133,2023-11-17
ID0000000413,ID0000000007,ID0000001134,2023-11-17
ID0000000414,ID0000000007,ID0000001135,2023-11-17
ID0000000415,ID0000000007,ID0000001136,2023-11-17
ID0000000416,ID0000000007,ID0000001137,2023-11-17
ID0000000417,ID0000000007,ID0000001138,2023-11-17
ID0000000418,ID0000000007,ID0000001139,2023-11-17
ID0000000419,ID0000000007,ID0000001140,2023-11-17
ID0000000420,ID0000000007,ID0000001141,2023-11-17
ID0000000421,ID0000000007,ID0000001142,2023-11-17
ID0000000422,ID0000000007,ID0000001143,2023-11-17
ID0000000423,ID0000000007,ID0000001144,2023-11-17
ID0000000424,ID0000000007,ID0000001145,2023-11-17
ID0000000425,ID0000000007,ID0000001146,2023-11-17
ID0000000426,ID0000000007,ID0000001147,2023-11-17
ID0000000427,ID0000000007,ID0000001148,2023-11-17
ID0000000428,ID0000000007,ID0000001149,2023-11-17
ID0000000429,ID0000000007,ID0000001150,2023-11-17
ID0000000430,ID0000000007,ID0000001151,2023-11-17
ID0000000431,ID0000000007,ID0000001152,2023-11-17
ID0000000432,ID0000000007,ID0000001153,2023-11-17
ID0000000433,ID0000000007,ID0000001154,2023-11-17
ID0000000434,ID0000000007,ID0000001155,2023-11-17
ID0000000435,ID0000000007,ID0000001156,2023-11-17
ID0000000436,ID0000000007,ID0000001157,2023-11-17
ID0000000437,ID0000000007,ID0000001158,2023-11-17
ID0000000438,ID0000000007,ID0000001159,2023-11-17
ID0000000439,ID0000000007,ID0000001160,2023-11-17
ID0000000440,ID0000000007,ID0000001161,2023-11-17
ID0000000441,ID0000000007,ID0000001162,2023-11-17
ID0000000442,ID0000000007,ID0000001163,2023-11-17
ID0000000443,ID0000000007,ID0000001164,2023-11-17
ID0000000444,ID0000000007,ID0000001165,2023-11-17
ID0000000445,ID0000000007,ID0000001166,2023-11-17
ID0000000446,ID0000000007,ID0000001167,2023-11-17
ID0000000447,ID0000000007,ID0000001168,2023-11-17
ID0000000448,ID0000000007,ID0000001169,2023-11-17
ID0000000449,ID0000000007,ID0000001170,2023-11-17
ID0000000450,ID0000000007,ID0000001171,2023-11-17
ID0000000451,ID0000000007,ID0000001172,2023-11-17
ID0000000452,ID0000000007,ID0000001173,2023-11-17
ID0000000453,ID0000000007,ID0000001174,2023-11-17
ID0000000454,ID0000000007,ID0000001175,2023-11-17
ID0000000455,ID0000000007,ID0000001176,2023-11-17
ID0000000456,ID0000000007,ID0000001177,2023-11-17
ID0000000457,ID0000000007,ID0000001178,2023-11-17
ID0000000458,ID0000000007,ID0000001179,2023-11-17
ID0000000459,ID0000000007,ID0000001180,2023-11-17
ID0000000460,ID0000000007,ID0000001181,2023-11-17
ID0000000461,ID0000000007,ID0000001182,2023-11-17
ID0000000462,ID0000000007,ID0000001183,2023-11-17
ID0000000463,ID0000000007,ID0000001184,2023-11-17
ID0000000464,ID0000000007,ID0000001185,2023-11-17
ID0000000465,ID0000000007,ID0000001186,2023-11-17
ID0000000466,ID0000000007,ID0000001187,2023-11-17
ID0000000467,ID0000000007,ID0000001188,2023-11-17
ID0000000468,ID0000000007,ID0000001189,2023-11-17
ID0000000469,ID0000000007,ID0000001190,2023-11-17
ID0000000470,ID0000000007,ID0000001191,2023-11-17
ID0000000471,ID0000000007,ID0000001192,2023-11-17
ID0000000472,ID0000000007,ID0000001193,2023-11-17
ID0000000473,ID0000000007,ID0000001194,2023-11-17
ID0000000474,ID0000000007,ID0000001195,2023-11-17
ID0000000475,ID0000000007,ID0000001196,2023-11-17
ID0000000476,ID0000000007,ID0000001197,2023-11-17
ID0000000477,ID0000000007,ID0000001198,2023-11-17
ID0000000478,ID0000000007,ID0000001199,2023-11-17
ID0000000479,ID0000000007,ID0000001200,2023-11-17
ID0000000480,ID0000000007,ID0000001201,2023-11-17
ID0000000481,ID0000000007,ID0000001202,2023-11-17
ID0000000482,ID0000000007,ID0000001203,2023-11-17
ID0000000483,ID0000000007,ID0000001204,2023-11-17
ID0000000484,ID0000000007,ID0000001205,2023-11-17
ID0000000485,ID0000000007,ID0000001206,2023-11-17
ID0000000486,ID0000000008,ID0000001420,2023-12-18
ID0000000487,ID0000000008,ID0000001421,2023-12-18
ID0000000488,ID0000000008,ID0000001422,2023-12-18
ID0000000489,ID0000000008,ID0000001423,2023-12-18
ID0000000490,ID0000000008,ID0000001424,2023-12-18
ID0000000491,ID0000000008,ID0000001425,2023-12-18
ID0000000492,ID0000000008,ID0000001426,2023-12-18
ID0000000493,ID0000000008,ID0000001427,2023-12-18
ID0000000494,ID0000000008,ID0000001428,2023-12-18
ID0000000495,ID0000000008,ID0000001429,2023-12-18
ID0000000496,ID0000000008,ID0000001430,2023-12-18
ID0000000497,ID0000000008,ID0000001431,2023-12-18
ID0000000498,ID0000000008,ID0000001432,2023-12-18
